County,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Vehicle Age,Is Luxury Brand
Spokane,99206,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,4,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,8,1
Island,98282,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,6,1
King,98058,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Thurston,98589,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,20,PUGET SOUND ENERGY INC,11,1
King,98004,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98660,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),7,1
King,98072,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98005,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Snohomish,98087,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,21,PUGET SOUND ENERGY INC,11,1
King,98010,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),0,33,102000,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,0
King,98005,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Franklin,99301,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,16,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,11,1
Snohomish,98208,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,44,PUGET SOUND ENERGY INC,5,1
Skagit,98221,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,40,PUGET SOUND ENERGY INC,10,1
King,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98070,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98028,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98072,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
King,98040,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Spokane,99202,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,3,MODERN ELECTRIC WATER COMPANY,12,1
Snohomish,98087,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,21,PUGET SOUND ENERGY INC,10,1
Island,98282,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,8,1
King,98039,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Pierce,98372,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Snohomish,98201,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,38,PUGET SOUND ENERGY INC,8,1
Snohomish,98037,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,21,PUGET SOUND ENERGY INC,8,1
King,98117,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,91250,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
Whatcom,98264,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,5,1
King,98198,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98682,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
Snohomish,98296,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,11,1
Pierce,98332,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,10,1
Snohomish,98012,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,44,PUGET SOUND ENERGY INC,8,1
King,98177,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Snohomish,98258,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,44,PUGET SOUND ENERGY INC,6,1
Kitsap,98366,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,26,PUGET SOUND ENERGY INC,5,0
King,98045,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Grays Harbor,98520,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,7,1
King,98033,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
Pierce,98465,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,5,1
Snohomish,98087,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,21,PUGET SOUND ENERGY INC,12,1
King,98155,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
Spokane,99216,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,4,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,10,1
Pierce,98371,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98027,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98053,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Pierce,98338,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,2,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98014,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98053,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Kitsap,98110,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1,14,81100,23,PUGET SOUND ENERGY INC,4,0
Kitsap,98367,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,PUGET SOUND ENERGY INC,11,1
Spokane,99004,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,6,CITY OF CHENEY - (WA),8,1
King,98052,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98109,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98040,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98178,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Pierce,98445,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,43700,25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,8,1
King,98168,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Kitsap,98383,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,10,1
King,98102,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
Island,98277,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,10,PUGET SOUND ENERGY INC,11,1
Pierce,98374,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,2,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
Snohomish,98012,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,10,1
Kitsap,98366,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,PUGET SOUND ENERGY INC,11,1
Snohomish,98087,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,21,PUGET SOUND ENERGY INC,7,1
King,98053,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98027,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Whatcom,98229,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,11,1
King,98119,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Snohomish,98272,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,11,1
King,98102,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
King,98144,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98045,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Franklin,99301,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,16,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,10,1
Snohomish,98290,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,44,PUGET SOUND ENERGY INC,6,1
King,98107,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Snohomish,98223,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,39,PUGET SOUND ENERGY INC,6,1
King,98028,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98029,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98058,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,43700,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Pierce,98445,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,6,1
King,98052,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Pierce,98373,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Douglas,98802,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,12,PUD NO 1 OF DOUGLAS COUNTY,10,1
King,98023,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98115,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98117,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Pierce,98391,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98004,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Snohomish,98275,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,21,PUGET SOUND ENERGY INC,5,1
King,98008,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Thurston,98502,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,22,PUGET SOUND ENERGY INC,10,1
Pierce,98406,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98033,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,90700,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Spokane,99201,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,3,MODERN ELECTRIC WATER COMPANY,5,0
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Snohomish,98087,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,21,PUGET SOUND ENERGY INC,11,1
King,98168,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
King,98177,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Whatcom,98229,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,6,1
Snohomish,98021,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC,10,1
King,98072,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
Cowlitz,98645,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,6,1
Pierce,98394,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,11,1
Thurston,98502,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,PUGET SOUND ENERGY INC,10,1
King,98005,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1,14,81100,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),4,0
Island,98282,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,10,1
King,98007,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98112,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
King,98117,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98070,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Snohomish,98223,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,38,PUGET SOUND ENERGY INC,10,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98349,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,7,1
King,98019,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Snohomish,98296,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC,11,1
Whatcom,98225,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,11,1
Pierce,98327,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,28,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
Pierce,98332,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,11,1
San Juan,98245,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,40,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,7,1
King,98117,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98117,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Jefferson,98358,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,11,1
Pierce,98422,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
Thurston,98512,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,22,PUGET SOUND ENERGY INC,7,1
Snohomish,98290,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,44,PUGET SOUND ENERGY INC,12,1
Clark,98682,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,0
Pierce,98332,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,11,1
King,98008,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98642,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
Clark,98665,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
Pierce,98321,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Pierce,98022,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98117,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Snohomish,98208,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,44,PUGET SOUND ENERGY INC,5,1
Thurston,98501,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,22,PUGET SOUND ENERGY INC,6,1
King,98072,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98047,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98004,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Snohomish,98258,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,44,PUGET SOUND ENERGY INC,5,0
Whatcom,98225,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,11,1
King,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98028,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98133,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Snohomish,98290,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,39,PUGET SOUND ENERGY INC,6,0
King,98072,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98004,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Pierce,98333,2018,CADILLAC,CT6,Plug-in Hybrid Electric Vehicle (PHEV),0,31,75095,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,0
Pierce,98374,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Spokane,99037,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,90700,4,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,6,1
Snohomish,98296,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,39,PUGET SOUND ENERGY INC,6,1
Snohomish,98208,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,11,1
Pierce,98406,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,5,0
Snohomish,98258,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,44,PUGET SOUND ENERGY INC,7,1
Snohomish,98296,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC,11,1
Whatcom,98226,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,10,1
Kitsap,98311,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,23,PUGET SOUND ENERGY INC,8,1
Kitsap,98110,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,23,PUGET SOUND ENERGY INC,6,1
Kitsap,98110,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,23,PUGET SOUND ENERGY INC,5,0
Snohomish,98258,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,10,1
King,98072,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
